Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Morgan Stanley,RTO Office Park,,Yelahanka zone,,,MS-195,13.09899,77.58274,,,,,,,,
NTT Data,BDA Park,,East Zone,,,ND-28,12.98006,77.63579,,,,,,,,
NTT Data,BDA Park,,East Zone,,,ND-29,12.97994,77.63574,,,,,,,,
NTT Data,BDA Park,,East Zone,,,ND-30,12.9801,77.63587,,,,,,,,
NTT Data,BDA Park,,East Zone,,,ND-31,12.98002,77.63599,,,,,,,,
NTT Data,BDA Park,,East Zone,,,ND-32,12.98014,77.63612,,,,,,,,
NTT Data,BDA Park,,East Zone,,,ND-33,12.98001,77.63623,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-1,12.97972,77.63603,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-12,12.97947,77.63572,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-13,12.97935,77.63563,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-15,12.97928,77.63581,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-16,12.97915,77.63582,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-17,12.97905,77.63577,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-18,12.97911,77.63559,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-19,12.97892,77.63558,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-21,12.97889,77.63569,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-22,12.97878,77.63572,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-23,12.97884,77.63588,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-24,12.9788,77.63597,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-25,12.9789,77.63602,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-26,12.97901,77.63604,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-2,12.99406,77.60948,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-27,12.97903,77.63592,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-28,12.97937,77.63596,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-29,12.99367,77.60901,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-4,12.97923,77.63591,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-5,12.97919,77.63602,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-6,12.9791,77.63604,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-8,12.97927,77.63564,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-3,12.97991,77.63597,,,,,,,,
Fortrea CDPL,Wood Park,,East Zone,,,F-7,12.97942,77.63611,,,,,,,,
Fortrea CDPL,BDA Park,,East Zone,,,F14,12.97919,77.63565,,,,,,,,
Fortrea CDPL,BDA Park,,East Zone,,,F20,12.97884,77.63558,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-11,12.9827,77.64408,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-12,12.98268,77.64401,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-16,12.98245,77.64425,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-13,12.98291,77.64407,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-14,12.9829,77.64402,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-15,12.98299,77.644,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-17,12.98237,77.64435,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-18,12.98235,77.64439,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-2,12.98343,77.64507,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-20,12.98348,77.64411,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-26,12.98399,77.64532,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-27,12.98392,77.64514,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-28,12.98365,77.64514,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-3,12.98318,77.64428,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-4,12.98313,77.64433,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-5,12.98304,77.64432,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-6,12.98299,77.64434,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-7,12.98293,77.64431,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-8,12.98288,77.64433,,,,,,,,
Happiest Minds,CV Raman Hospital Indranagar,,East Zone,,,H-9,12.98288,77.6444,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-04,12.97884,77.63343,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-01,12.97903,77.63342,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-02,12.97897,77.63351,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-03,12.97894,77.63349,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-06,12.9787,77.63335,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-07,12.97905,77.63347,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-08,12.97926,77.63348,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-09,12.97933,77.63357,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-10,12.97921,77.63356,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-11,12.97911,77.63354,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-13,12.97921,77.6336,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-14,12.97918,77.63364,,,,,,,,
NTT Data,ABCD Park,,East Zone,,,ND-15,12.97937,77.63358,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-16,12.98031,77.63372,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-17,12.9803,77.63385,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-18,12.98036,77.63395,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-19,12.98047,77.63375,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-20,12.98054,77.63386,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-21,12.98004,77.63369,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-22,12.97962,77.63376,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-23,12.97966,77.63358,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-25,12.97973,77.63355,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-26,12.97983,77.63388,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-27,12.97979,77.63378,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-28,12.98006,77.63579,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-29,12.97994,77.63574,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-30,12.9801,77.63587,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-31,12.98002,77.63599,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-32,12.98014,77.63612,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-33,12.98001,77.63623,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-5,12.97873,77.6335,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-60,12.97991,77.63368,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-61,12.97979,77.63371,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-62,12.98014,77.63377,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-63,12.98005,77.63376,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-64,12.98006,77.63358,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-65,12.98018,77.63368,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-66,12.9662,77.63748,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-68,12.96647,77.63724,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND-69,12.96659,77.63718,,,,,,,,
NTT Data,Joggers Park,,East Zone,,,ND24,12.97966,77.63349,,,,,,,,
Texas Instruments,Doopanahalli BDA Park,,East Zone,,,TI-10,12.96884,77.63624,,,,,,,,
Texas Instruments,Doopanahalli BDA Park,,East Zone,,,TI-11,12.96872,77.63629,,,,,,,,
Texas Instruments,Doopanahalli BDA Park,,East Zone,,,TI-12,12.96846,77.63643,,,,,,,,
Texas Instruments,Doopanahalli BDA Park,,East Zone,,,TI-13,12.96863,77.63643,,,,,,,,
Texas Instruments,Doopanahalli BDA Park,,East Zone,,,TI-14,12.96854,77.63641,,,,,,,,
Texas Instruments,Doopanahalli BDA Park,,East Zone,,,TI-15,12.96853,77.6367,,,,,,,,
Texas Instruments,Doopanahalli BDA Park,,East Zone,,,TI-16,12.96863,77.63676,,,,,,,,
NTT Data,Paramahamsa Yogananda Park,,East Zone,,,ND-66,12.9662,77.63748,,,,,,,,
NTT Data,Paramahamsa Yogananda Park,,East Zone,,,ND-68,12.96647,77.63724,,,,,,,,
NTT Data,Paramahamsa Yogananda Park,,East Zone,,,ND-69,12.96659,77.63718,,,,,,,,
NTT Data,Paramahamsa Yogananda Park,,East Zone,,,DN-67,12.96629,77.63736,,,,,,,,
Mphasis,16th Main Park J.P Nagar,,South zone,,,M-01,12.90629,77.60042,,,,,,,,
Mphasis,16th Main Park J.P Nagar,,South zone,,,M-02,12.9066,77.60033,,,,,,,,
Mphasis,16th Main Park J.P Nagar,,South zone,,,M-03,12.90628,77.60049,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-04,12.92365,77.6314,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-05,12.92378,77.63139,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-06,12.92419,77.63133,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-07,12.92407,77.63046,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-08,12.92399,77.63022,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-09,12.92393,77.63007,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-10,12.92377,77.63007,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-11,12.92316,77.63006,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-12,12.92506,77.63656,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-13,12.92488,77.63659,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-14,12.92477,77.63637,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-15,12.92467,77.63633,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-16,12.92446,77.63603,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-17,12.92443,77.6359,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-18,13.07568,77.63482,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-19,12.92439,77.63568,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-20,12.92433,77.63566,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-21,12.92437,77.63559,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-22,12.92434,77.63538,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-23,12.92441,77.63536,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-24,12.92392,77.63539,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-25,12.92354,77.63506,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-26,12.92364,77.63508,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-27,12.92361,77.6349,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-28,12.92437,77.6342,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-29,12.92416,77.63417,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-30,12.92455,77.63383,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-31,12.92444,77.63378,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-32,13.07583,77.63586,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-33,13.07591,77.63589,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-34,12.92443,77.63392,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-35,12.92436,77.6339,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-36,12.9242,77.63387,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-37,12.92433,77.63373,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-38,12.92428,77.63364,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-39,12.92434,77.63359,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-40,12.92286,77.63152,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-41,12.92282,77.63141,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-42,12.92289,77.63132,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-43,12.92284,77.63123,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-44,12.92265,77.63147,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-45,12.92258,77.63157,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-46,12.92239,77.6316,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-47,12.92226,77.63146,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-48,12.92236,77.63131,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-49,12.91981,77.63243,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-50,12.91985,77.63235,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-51,12.91961,77.62584,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-52,12.91954,77.62583,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-53,12.91953,77.62575,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-54,12.91955,77.6257,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-55,12.91956,77.62568,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-56,12.9198,77.62333,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-57,12.9226,77.62584,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-58,12.92268,77.62584,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-59,12.92279,77.62634,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-60,12.92248,77.62568,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-61,12.92156,77.62395,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-62,12.92163,77.62419,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-63,12.92144,77.62445,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-64,12.92139,77.62464,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-65,12.92142,77.62515,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-66,12.92146,77.62521,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-67,12.92132,77.62518,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-68,12.9216,77.62536,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-69,12.9218,77.62541,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-70,12.92097,77.62551,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-71,12.92089,77.62564,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-72,12.92071,77.62562,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-73,12.92081,77.62565,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-74,12.92123,77.63103,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-75,12.92123,77.63112,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-76,12.92125,77.63118,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-77,12.92291,77.63117,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-78,12.92104,77.63297,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-79,12.91993,77.62331,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-80,12.91986,77.62332,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-81,12.92147,77.62392,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-82,12.92145,77.62405,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-83,12.92145,77.62414,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-84,12.92135,77.62483,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-85,12.92135,77.62486,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW22,12.91956,77.60987,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW23,12.91924,77.60996,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW24,12.91923,77.61004,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW25,12.91889,77.60995,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW26,12.91889,77.61004,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW27,12.91949,77.60999,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW28,12.91726,77.61044,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW29,12.91908,77.61013,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW30,12.91925,77.61017,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW31,12.91878,77.61013,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW32,12.91735,77.61044,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW33,12.91716,77.6103,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW36,12.91378,77.59857,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW41,12.91945,77.61017,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW42,12.91749,77.61048,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW43,12.9136,77.59862,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW34,12.91751,77.61041,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW35,12.91754,77.6105,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW20,12.91764,77.61052,,,,,,,,
NextGen,Kariyappa park,,South zone,,,PW21,12.91756,77.6106,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW01,12.91774,77.61044,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW02,12.91781,77.61046,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW03,12.91779,77.61053,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW04,12.91906,77.61004,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW05,12.91778,77.61059,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW06,12.91716,77.61051,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW07,12.91791,77.61035,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW08,12.91791,77.61042,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW09,12.91794,77.61054,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW10,12.91804,77.61057,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW11,12.91822,77.61068,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW12,12.91808,77.61066,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW13,12.91819,77.61061,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW14,12.91826,77.61051,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW15,12.90715,77.59925,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW16,12.91825,77.61063,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW17,12.91829,77.6107,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW18,12.91838,77.6107,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW19,12.91845,77.61059,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW37,12.91841,77.61056,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW38,12.91845,77.61059,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW39,12.91836,77.61038,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW40,12.91824,77.61038,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW44,12.91811,77.61036,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW45,12.91805,77.6104,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW46,12.91788,77.61035,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW47,12.91786,77.61038,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW48,12.91757,77.61034,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW49,12.91746,77.61039,,,,,,,,
Nextgen,Kuvempu Park,,South zone,,,PW50,12.91748,77.61028,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-86,12.9211,77.63298,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-87,12.92132,77.62506,,,,,,,,
Mphasis,"3 and 4th Battlion,KSRP",,Bommanahalli Zone,,,M-88,12.92167,77.6254,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-229,13.09222,77.56403,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-231,13.0924,77.56411,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-232,13.09247,77.56415,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-242,13.09178,77.56102,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-243,13.09182,77.56095,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-290,13.10189,77.58404,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-246,13.09169,77.56116,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-247,13.09155,77.56113,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-248,13.09146,77.56112,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-249,13.09141,77.56109,,,,,,,,
Broadcom,Miyavaki Plantation park,,Bommanahalli Zone,,,B-142,12.86548,77.56386,,,,,,,,
Broadcom,Miyavaki Plantation park,,Bommanahalli Zone,,,B-143,12.8653,77.56454,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-264,13.09065,77.56162,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-266,13.09074,77.56163,,,,,,,,
Broadcom,Miyavaki Plantation park,,Bommanahalli Zone,,,B-144,12.86516,77.56503,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-268,13.09088,77.56164,,,,,,,,
Broadcom,Agastya Vana,,Bommanahalli Zone,,,B-145,12.86521,77.5654,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-270,13.09104,77.56163,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-271,13.09111,77.5617,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-274,13.0913,77.56166,,,,,,,,
Broadcom,Agastya Vana,,Bommanahalli Zone,,,B-148,12.86526,77.56467,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-278,13.09137,77.56173,,,,,,,,
Broadcom,Aradhana School,,Bommanahalli Zone,,,B-148,12.88439,77.59204,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-279,13.09145,77.56176,,,,,,,,
Broadcom,Aradhana School,,Bommanahalli Zone,,,B-149,12.88438,77.59208,,,,,,,,
Broadcom,Royal County Park-2,,Bommanahalli Zone,,,B-15,12.86866,77.57759,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-281,13.09158,77.56173,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-282,13.09166,77.56174,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-283,13.09169,77.5618,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-285,13.09172,77.56214,,,,,,,,
Broadcom,Horticulture university,,Yelahanka zone,,,B-287,13.0908,77.56159,,,,,,,,
Broadcom,Child and women development,,Yelahanka zone,,,B-288,13.10261,77.58486,,,,,,,,
Broadcom,Child and women development,,Yelahanka zone,,,B-289,13.10266,77.58489,,,,,,,,
Broadcom,Aradhana School,,Bommanahalli Zone,,,B-150,12.88438,77.59215,,,,,,,,
