Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI38,12.96222,77.69787,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI39,12.96227,77.69782,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI40,12.96236,77.69781,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI41,12.96243,77.69777,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI42,12.96262,77.69772,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI43,12.96269,77.69769,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI44,12.96271,77.69777,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI45,12.96283,77.69766,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI46,12.96256,77.69774,,,,,,,,
Texas Instruments,"PHC,Maratahalli",,East Zone,,,TI47,12.96273,77.69763,,,,,,,,
SUS,"PHC,Maratahalli",,East Zone,,,SUS01,12.96286,77.69775,,,,,,,,
SUS,"PHC,Maratahalli",,East Zone,,,SUS02,12.96282,77.69774,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-131,12.89326,77.67011,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-132,12.8906,77.67066,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-133,12.88952,77.67064,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-134,12.88949,77.67072,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-135,12.88944,77.67088,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-136,12.88941,77.67093,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-137,12.88939,77.671,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-138,12.88959,77.67116,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-139,12.89037,77.67129,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-140,12.89048,77.67133,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-141,12.89057,77.6714,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-142,12.89063,77.6714,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-143,12.89069,77.67143,,,,,,,,
Mphasis,KSRP 9th Battalion,,Bommanahalli Zone,,,M-144,12.89079,77.67148,,,,,,,,
Mphasis,"Ward Office Backside Park(JP Nagar, 2nd Stage)",,South Zone,,,M-145,12.90852,77.58693,,,,,,,,
Mphasis,"Ward Office Backside Park(JP Nagar, 2nd Stage)",,South Zone,,,M-146,12.90852,77.58686,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC548,12.99266,77.47908,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC549,12.99279,77.4791,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC551,12.99273,77.47919,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC552,12.99297,77.47927,,,,,,,,
Mphasis,Pattabhiramnagar kshemabhivruddi Sangha Park (JP nagar 4th block),,South Zone,,,M-147,12.92076,77.58985,,,,,,,,
Mphasis,Pattabhiramnagar kshemabhivruddi Sangha Park (JP nagar 4th block),,South Zone,,,M-148,12.92076,77.58977,,,,,,,,
Mphasis,Pattabhiramnagar kshemabhivruddi Sangha Park (JP nagar 4th block),,South Zone,,,M-149,12.92074,77.5897,,,,,,,,
Mphasis,Pattabhiramnagar kshemabhivruddi Sangha Park (JP nagar 4th block),,South Zone,,,M-150,12.92094,77.58979,,,,,,,,
Mphasis,Pattabhiramnagar kshemabhivruddi Sangha Park (JP nagar 4th block),,South Zone,,,M-151,12.92113,77.58974,,,,,,,,
Mphasis,Jayanagar 4th T Block (Shakthi ganapati Temple Opp) Park,,South Zone,,,M-152,12.92537,77.59107,,,,,,,,
Mphasis,Jayanagar 4th T Block (Shakthi ganapati Temple Opp) Park,,South Zone,,,M-153,12.92527,77.59116,,,,,,,,
Mphasis,Jayanagar 4th T Block (Shakthi ganapati Temple Opp) Park,,South Zone,,,M-154,12.92527,77.59125,,,,,,,,
Mphasis,Jayanagar 4th T Block (Shakthi ganapati Temple Opp) Park,,South Zone,,,M-155,12.92499,77.59125,,,,,,,,
Mphasis,Jayanagar 4th T Block (Shakthi ganapati Temple Opp) Park,,South Zone,,,M-156,12.92534,77.5914,,,,,,,,
Mphasis,MLA Office Behind Park,,South Zone,,,M-157,12.9251,77.59015,,,,,,,,
Mphasis,MLA Office Behind Park,,South Zone,,,M-158,12.9251,77.59029,,,,,,,,
Mphasis,MLA Office Behind Park,,South Zone,,,M-159,12.92503,77.59045,,,,,,,,
Mphasis,MLA Office Behind Park,,South Zone,,,M-160,12.92528,77.59058,,,,,,,,
Mphasis,MLA Office Behind Park,,South Zone,,,M-161,12.92533,77.59022,,,,,,,,
Mphasis,MLA Office Behind Park,,South Zone,,,M-162,12.92532,77.59017,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""M"" Part Park",,South Zone,,,M-163,12.92223,77.58053,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""M"" Part Park",,South Zone,,,M-164,12.92237,77.58062,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""M"" Part Park",,South Zone,,,M-165,12.92286,77.5804,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""M"" Part Park",,South Zone,,,M-166,12.92321,77.58042,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""M"" Part Park",,South Zone,,,M-167,12.92333,77.58039,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""M"" Part Park",,South Zone,,,M-168,12.92325,77.5806,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""L"" Part Park",,South Zone,,,M-169,12.92281,77.58062,,,,,,,,
Mphasis,"Laxman Rao Boulevard ""L"" Part Park",,South Zone,,,M-170,12.92284,77.58063,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC553,12.99261,77.47928,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC554,12.99242,77.47921,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC555,12.99227,77.47918,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC556,12.99281,77.47923,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A1,12.94144,77.57621,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A10,12.94136,77.57556,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A12,12.94105,77.57583,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A13,12.94106,77.57591,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A15,12.94179,77.57524,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A16,12.94182,77.5752,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A17,12.94184,77.57519,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A18,12.94194,77.57512,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A2,12.94154,77.57614,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A3,12.9412,77.57634,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A5,12.94158,77.57616,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A7,12.94161,77.57572,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A9,12.94138,77.57549,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C1,12.9409,77.57644,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C2,12.94112,77.57643,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C3,12.9411,77.57637,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C4,12.94109,77.57646,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C5,12.94101,77.5764,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C6,12.9411,77.5763,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C7,12.94118,77.57631,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C8,12.94118,77.57628,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C9,12.94125,77.57636,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C10,12.94099,77.5765,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C11,12.94101,77.57653,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C12,12.9411,77.57658,,,,,,,,
CBA,Krishna Rao Park-2,,South Zone,,,C13,12.94116,77.5766,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A6,12.94114,77.5765,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A8,12.9418,77.57522,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A19,12.94099,77.57634,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A20,12.94099,77.57576,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A21,12.94222,77.57513,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A22,12.9418,77.57441,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A23,12.94178,77.57437,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A24,12.9413,77.57636,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A25,12.94115,77.57643,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A26,12.94117,77.57645,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A27,12.94114,77.57647,,,,,,,,
Avality,Krishna Rao Park-1,,South Zone,,,A28,12.94106,77.57655,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS134,13.07006,77.50912,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS135,13.07017,77.50917,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS136,13.0704,77.50918,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS139,13.07026,77.50894,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS140,13.07029,77.50898,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS142,13.07038,77.50905,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS143,13.07042,77.50912,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS144,13.07046,77.50912,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS145,13.07052,77.50909,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS146,13.07054,77.50908,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS147,13.07063,77.50902,,,,,,,,
Morgan Stanley,Geleyara Balaga - play ground,,Dasarahalli Zone,,,MS148,13.06994,77.50911,,,,,,,,
Informatica,Geleyara Balaga Park -1,,Dasarahalli Zone,,,I-27,13.07054,77.50924,,,,,,,,
Informatica,Geleyara Balaga Park -1,,Dasarahalli Zone,,,I-28,13.07079,77.5093,,,,,,,,
Informatica,Geleyara Balaga Park -1,,Dasarahalli Zone,,,I-29,13.07099,77.5089,,,,,,,,
Informatica,Geleyara Balaga Park -1,,Dasarahalli Zone,,,I-30,13.07046,77.50921,,,,,,,,
Informatica,Geleyara Balaga Park -1,,Dasarahalli Zone,,,I-31,13.07009,77.50928,,,,,,,,
Informatica,Geleyara Balaga Park -2,,Dasarahalli Zone,,,I-32,13.06995,77.50916,,,,,,,,
Informatica,Geleyara Balaga Park -2,,Dasarahalli Zone,,,I-33,13.07016,77.50882,,,,,,,,
Informatica,Geleyara Balaga Park -2,,Dasarahalli Zone,,,I-34,13.07017,77.5089,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC557,12.9929,77.4793,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-171,12.99427,77.54083,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-172,12.99423,77.54091,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-173,12.99426,77.54099,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-174,12.99418,77.54124,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-175,12.99406,77.54123,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-176,12.99409,77.54134,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-177,12.99414,77.54135,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-178,12.99422,77.54132,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-179,12.99412,77.54144,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-180,12.99408,77.54139,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-181,12.99402,77.54151,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-182,12.99446,77.54136,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-183,12.99425,77.54066,,,,,,,,
Mphasis,VIMS Qtrs,,East Zone,,,M-184,12.99462,77.54117,,,,,,,,
Happiest Minds,BDA Head Office,,East Zone,,,HM66,12.99685,77.58383,,,,,,,,
Happiest Minds,BDA Head Office,,East Zone,,,HM68,12.99675,77.5835,,,,,,,,
Happiest Minds,BDA Head Office,,East Zone,,,HM69,12.99681,77.58337,,,,,,,,
Happiest Minds,BDA Head Office,,East Zone,,,HM70,12.99681,77.58329,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC558,12.99288,77.4794,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC559,12.99304,77.47963,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC560,12.99284,77.47949,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC561,12.99251,77.47943,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC562,12.99227,77.47935,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC563,12.99211,77.4793,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC564,12.99194,77.47923,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC565,12.99192,77.47908,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC566,12.99183,77.47903,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC567,12.99173,77.479,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC568,12.9917,77.47909,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC569,12.99328,77.47934,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC570,12.99335,77.4795,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC571,12.99349,77.47951,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC572,12.99356,77.4795,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC573,12.99357,77.47889,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC574,12.99336,77.47884,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC578,12.99497,77.47965,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC579,12.99496,77.47976,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC580,12.9949,77.4799,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC581,12.99487,77.48001,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC582,12.99486,77.48009,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC583,12.99478,77.48029,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC584,12.99477,77.48045,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC585,12.99472,77.4806,,,,,,,,
Broadcom,District Armed Reserve Police Campus,,Yelahanka Zone,,,BC586,12.99089,77.47881,,,,,,,,
Broadcom,Manjunatha Temple Park,,Dasarahalli zone,,,BC589,13.01833,77.51892,,,,,,,,
Broadcom,Manjunatha Temple Park,,Dasarahalli zone,,,BC590,13.01849,77.51911,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS120,13.03362,77.49985,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS121,13.03367,77.49995,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS122,13.03366,77.50005,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS123,13.03352,77.4999,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS124,13.03342,77.49989,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS127,13.03323,77.4999,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS128,13.03316,77.50019,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS130,13.0333,77.50024,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS125,13.03338,77.49984,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS126,13.03332,77.4998,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS129,13.03364,77.50026,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS131,13.03363,77.50043,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS132,13.03352,77.49983,,,,,,,,
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS133,13.03363,77.50046,,,,,,,,
Informatica,HMT Layout 4th Block Park,,Dasarahalli zone,,,I-35,13.03812,77.50121,,,,,,,,
Informatica,HMT Layout 4th Block Park,,Dasarahalli zone,,,I-36,13.03819,77.50118,,,,,,,,
Informatica,HMT Layout 4th Block Park,,Dasarahalli zone,,,I-37,13.03816,77.50085,,,,,,,,
Informatica,HMT Layout 4th Block Park,,Dasarahalli zone,,,I-38,13.03831,77.5009,,,,,,,,
Informatica,HMT Layout 4th Block Park,,Dasarahalli zone,,,I-39,13.03837,77.50076,,,,,,,,
Informatica,Rukmininagar Park,,Dasarahalli zone,,,I-40,13.04025,77.50294,,,,,,,,
Broadcom,Manjunatha Temple Park,,Dasarahalli zone,,,BC591,13.01819,77.51912,,,,,,,,
Broadcom,Manjunatha Temple Park,,Dasarahalli zone,,,BC592,13.01826,77.51889,,,,,,,,
Broadcom,Manjunatha Temple Park,,Dasarahalli zone,,,BC593,13.01805,77.51896,,,,,,,,
Broadcom,Manjunatha Temple Park,,Dasarahalli zone,,,BC594,13.01808,77.51913,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC6,13.07718,77.62666,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC7,13.07736,77.62669,,,,,,,,
Broadcom,Kittoor Rani Chennamma Park,,Yelahanka Zone,,,BC746,13.10061,77.57544,,,,,,,,
Broadcom,Abdul Kalam Park,,Yelahanka Zone,,,BC748,13.08278,77.54357,,,,,,,,
Broadcom,Abdul Kalam Park,,Yelahanka Zone,,,BC749,13.08278,77.54348,,,,,,,,
Broadcom,Abdul Kalam Park,,Yelahanka Zone,,,BC750,13.08298,77.54351,,,,,,,,
Broadcom,Abdul Kalam Park,,Yelahanka Zone,,,BC751,13.08292,77.5436,,,,,,,,
Broadcom,Abdul Kalam Park,,Yelahanka Zone,,,BC752,13.0828,77.54369,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC8,13.07738,77.62655,,,,,,,,
Broadcom,Police Training School Campus,,Yelahanka Zone,,,BC9,13.07742,77.62664,,,,,,,,
Broadcom,"CAR Headquarters, chamarajepete",,west zone,,,BC123,12.96251,77.56083,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-492,12.91667,77.54249,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-493,12.91696,77.54232,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-494,12.91722,77.54225,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-495,12.91739,77.54216,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-496,12.91742,77.54209,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-497,12.91754,77.54208,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-498,12.91759,77.54208,,,,,,,,
Informatica,MEI Layout Park (Ganesh temple side),,Dasarahalli zone,,,I-41,13.06074,77.5064,,,,,,,,
Broadcom,Ramachandra pura park,,Bommanahalli Zone,,,B-499,12.91712,77.54238,,,,,,,,
Broadcom,Jeevodaya Ashram,,Bommanahalli Zone,,,B-197,12.90957,77.70142,,,,,,,,
Broadcom,Jeevodaya Ashram,,Bommanahalli Zone,,,B-193,12.90958,77.7017,,,,,,,,
Broadcom,Jeevodaya Ashram,,Bommanahalli Zone,,,B-194,12.90951,77.70167,,,,,,,,
Broadcom,Jeevodaya Ashram,,Bommanahalli Zone,,,B-195,12.90957,77.70147,,,,,,,,
Broadcom,Jeevodaya Ashram,,Bommanahalli Zone,,,B-196,12.90949,77.70133,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-198,12.84976,77.59735,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-199,12.8496,77.5973,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-200,12.84952,77.59727,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-201,12.84959,77.59719,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-202,12.84955,77.59719,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-203,12.84933,77.59717,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-204,12.84928,77.59714,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-205,12.84927,77.59707,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-42,13.05992,77.51622,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-43,13.06041,77.51638,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-44,13.06024,77.51627,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-45,13.06005,77.51631,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-46,13.06,77.51617,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-47,13.05997,77.5161,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-48,13.0602,77.51615,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-49,13.06021,77.51605,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-50,13.06039,77.51608,,,,,,,,
Informatica,Airforce Road Park,,Dasarahalli Zone,,,I-51,13.06029,77.51605,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-206,12.8493,77.59704,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-207,12.84931,77.59699,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-208,12.84943,77.59704,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-209,12.84939,77.59698,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-210,12.85001,77.59697,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-211,12.84944,77.59695,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-212,12.84947,77.59692,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-213,12.8495,77.59687,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-214,12.84952,77.59686,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-215,12.8495,77.59684,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-216,12.84949,77.59678,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-217,12.84956,77.5968,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-218,12.8497,77.59683,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA1,13.03593,77.56952,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA10,13.03618,77.56916,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA11,13.03617,77.56925,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA13,13.03635,77.56932,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA17,13.03624,77.56936,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA18,13.03621,77.56947,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA2,13.03616,77.56958,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA20,13.03582,77.56937,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA3,13.03629,77.56955,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA4,13.03643,77.56961,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA5,13.03644,77.56935,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA6,13.0364,77.56919,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA7,13.0364,77.56916,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA8,13.03641,77.56904,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA9,13.03616,77.56902,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA15,13.03624,77.5693,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA14,13.0363,77.56927,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA12,13.03628,77.56914,,,,,,,,
Target Corporation,Soundarya BBMP Park,,East Zone,,,TA16,13.03625,77.5694,,,,,,,,
Target Corporation,Bruhath Park Opp to Kanti sweets,,East Zone,,,TA21,13.03988,77.56421,,,,,,,,
Target Corporation,Bruhath Park Opp to Kanti sweets,,East Zone,,,TA22,13.03971,77.56421,,,,,,,,
Target Corporation,Raghuvana Park,,East Zone,,,TA23,13.03965,77.57772,,,,,,,,
